thresh,threads,time,stdev
65536,16,3770817.28,1354627.6941444704
65536,32,4254405.744,1510542.5648067535
65536,64,4398733.141,1647380.1149238837
65536,128,4447721.131,1607816.5327439692
65536,256,4488314.126,1627904.327383941
65536,512,4494956.471,1608338.9784511928
65536,1024,4515293.769,1589332.9352504879
