thresh,threads,time,stdev
8192,16,3832526.845,1382940.7944666015
8192,32,4181537.307,1504878.3445654386
8192,64,4429056.743,1663042.835653945
8192,128,4453357.282,1653837.5637867972
8192,256,4444560.037,1597702.3794122532
8192,512,4538995.538,1614979.5311621567
8192,1024,4523910.693,1620442.7434434113
