thresh,threads,time,stdev
4096,16,3949107.038,1398586.7775100316
4096,32,4257245.274,1523127.1724513716
4096,64,4385302.313,1632943.1744417432
4096,128,4467002.1,1635756.0625226481
4096,256,4474133.534,1642282.9923526754
4096,512,4518864.511,1586587.252045775
4096,1024,4626718.488,1670304.251938355
