thresh,threads,time,stdev
128,16,3268827.3400758533,1337929.0263975912
128,32,3154904.8639053255,1289251.2664009256
128,64,3094548.146,1479530.8427388333
128,128,4095515.1701030927,1664205.5872914016
128,256,4376783.604453871,1671877.4146096306
128,512,5040433.896851249,2128708.296749628
128,1024,4350826.527839644,1584601.7262061115
