thresh,threads,time,stdev
16384,16,3814337.451,1372623.715189584
16384,32,4230271.273,1532736.9098515224
16384,64,4409182.674,1624800.1788755353
16384,128,4436306.65,1600243.177640057
16384,256,4506489.156,1612564.5002228185
16384,512,4594733.38,1691631.6319183283
16384,1024,4606423.522,1643391.7230164653
