size,time,stdev
64,649.7,146.40814336793034
128,4887.3,65.93776527066177
256,37821.9,375.5779102485484
512,439263.3,7319.285090316767
1024,4096195.8,97875.18838103057
2048,33088572.7,599413.0873900366
