threads,avg_t,avg_u,stdev_t,stdev_u
32,938.2272999999999,64.30043000000002,7.4922413061038675,0.3475676850149715
64,882.4165999999999,45.99194,4.910579648971087,2.9564684154503578
128,798.7529000000001,12.389230000000001,9.480408154012505,0.4810959757562815
256,626.3201000000001,2.098629,20.63780913463874,0.07438061313272427
