size,time,stdev
64,618.1,156.82435326752596
128,4828.1,40.11497365213034
256,37497.3,786.9736759680508
512,471209.4,23876.802350584738
1024,4358275.3,89809.75810883062
2048,32619794.3,659612.5205959177
