threads,avg_t,avg_u,stdev_t,stdev_u
32,526.0054,90.13999999999999,17.421609220224816,0.33190506340083237
64,618.457,75.72145,5.8784161510090955,0.5586852726615306
128,411.34,26.147679999999998,5.975302577182923,0.5073941286394406
256,264.24039999999997,9.786826000000001,2.079172869730226,0.19797633984337096
512,146.17680000000001,4.348914,1.6322926480533084,0.040005892954802544
1024,85.71065,3.0115719999999997,4.651561725855568,0.17900780434879868
