size,time,stdev
128,3093.2,1433.9937858225808
512,10985.4,1035.4638466782787
1024,87954.4,1654.8336740859756
64,2074.9,1192.1128255701676
256,4959.7,995.6640497677919
2048,652773.6,15244.559395258217
